InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
1_HARDERSFIELD_5031,1,5031,DeKuyper Peppermint Schnapp,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,11.71,6,70.26,1
7_STANMORE_1168,7,1168,Old Grand Dad Bonded,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,14.28,10,142.8,1
66_EANVERNESS_3253,66,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.08,6,54.48,1
78_EASTHAVEN_3253,78,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.08,6,54.48,1
1_HARDERSFIELD_3257,1,3257,Gilbeys London Dry Trav,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,4.5,10,45,1
1_HARDERSFIELD_3696,1,3696,Gilbeys Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.6,23,174.8,1
5_SUTTON_4269,5,4269,Calico Jack Spiced Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.22,6,55.32,1
50_MOUNTMEND_4313,50,4313,Sauza Blue Silver Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,19.42,6,116.52,1
67_EANVERNESS_1382,67,1382,Makers 46,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,28.56,4,114.24,1
50_MOUNTMEND_5232,50,5232,DeKuyper Buttershots Schnaps,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.71,6,64.26,1
1_HARDERSFIELD_1278,1,1278,Jim Beam Black,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,26.71,6,160.26,1
30_CULCHETH_676,30,676,Pinnacle Whipped Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,8.65,12,103.8,1
18_FURNESS_3253,18,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.08,5,45.4,1
1_HARDERSFIELD_3310,1,3310,Pinnacle Vodka,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,4.34,21,91.14,1
78_EASTHAVEN_661,78,661,Red Stag by Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.99,36,359.64,1
1_HARDERSFIELD_5254,1,5254,DeKuyper Buttershots Schnpps,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.35,12,88.2,1
67_EANVERNESS_2788,67,2788,Laphroaig 10 Yr Single Malt,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,31.24,7,218.68,1
1_HARDERSFIELD_1348,1,1348,Knob Creek Bourbon,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,11.84,22,260.48,1
22_SHARNWICK_8064,22,8064,Canadian Club,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,0.76,116,88.16,1
34_PITMERDEN_4194,34,4194,Calico Jack Coconut Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.48,5,47.4,1
1_HARDERSFIELD_6670,1,6670,Pinnacle Pineapple Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.24,12,86.88,1
38_GOULCREST_3310,38,3310,Pinnacle Vodka,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,4.34,21,91.14,1
30_CULCHETH_2120,30,2120,Canadian Club,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.21,58,708.18,1
5_SUTTON_676,5,676,Pinnacle Whipped Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,8.65,11,95.15,1
30_CULCHETH_8023,30,8023,DeKuyper Triple Sec,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,3.28,12,39.36,1
38_GOULCREST_807,38,807,Jim Beam,Liter,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,13.23,12,158.76,1
66_EANVERNESS_3512,66,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,11.76,8,94.08,1
30_CULCHETH_4194,30,4194,Calico Jack Coconut Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.48,6,56.88,1
50_MOUNTMEND_4064,50,4064,Calico Jack Pin/Coc Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.41,5,47.05,1
38_GOULCREST_1737,38,1737,Makers Mark,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,34.3,24,823.2,1
69_MOUNTMEND_17458,69,17458,Skinnygirl Rose Wine,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,6.03,12,72.36,2
76_DONCASTER_4199,76,4199,Sauza Blanco Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,16.92,6,101.52,1
16_LUNDY_661,16,661,Red Stag by Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,9.99,24,239.76,1
34_PITMERDEN_5031,34,5031,DeKuyper Peppermint Schnapp,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.71,4,46.84,1
76_DONCASTER_3444,76,3444,Hornitos Plata Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,29.13,6,174.78,1
54_GUTHRAM_1376,54,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,16.29,9,146.61,1
29_AYLESBURY_5391,29,5391,Kamora Coffee,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,12.02,5,60.1,1
30_CULCHETH_1348,30,1348,Knob Creek Bourbon,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,11.84,11,130.24,1
1_HARDERSFIELD_8171,1,8171,Leroux Blackberry Brandy,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,0.71,119,84.49,1
69_MOUNTMEND_8562,69,8562,DeKuyper Peachtree Trav,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.44,4,45.76,1
67_EANVERNESS_3512,67,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.76,13,152.88,1
1_HARDERSFIELD_3512,1,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,11.76,48,564.48,1
78_EASTHAVEN_3706,78,3706,Pinnacle Citrus Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,13.07,6,78.42,1
18_FURNESS_4438,18,4438,Cruzan Black Cherry Rum,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.35,12,88.2,1
18_FURNESS_4682,18,4682,Courvoisier VSOP Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,26.92,12,323.04,1
47_PELLA'S WISH_3980,47,3980,Hornitos Reposado Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,31.99,4,127.96,1
23_ARBINGTON_8066,23,8066,DeKuyper Triple Sec,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.13,5,35.65,1
16_LUNDY_1346,16,1346,Knob Creek Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,22.55,18,405.9,1
69_MOUNTMEND_2254,69,2254,Canadian Club Triple Aged,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.31,11,113.41,1
76_DONCASTER_3268,76,3268,Pinnacle CranApple Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.63,12,91.56,1
66_EANVERNESS_1737,66,1737,Makers Mark,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,34.3,2,68.6,1
16_LUNDY_1385,16,1385,Makers Mark,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,20.45,36,736.2,1
29_AYLESBURY_8819,29,8819,Leroux Blackberry Brandy,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,5.1,12,61.2,1
76_DONCASTER_4682,76,4682,Courvoisier VSOP Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,26.92,10,269.2,1
50_MOUNTMEND_5725,50,5725,DeKuyper Sour Apple Pucker,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.4,11,81.4,1
76_DONCASTER_4414,76,4414,Cruzan Pineapple Rum,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.93,10,79.3,1
38_GOULCREST_3253,38,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.08,30,272.4,1
50_MOUNTMEND_676,50,676,Pinnacle Whipped Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,8.65,12,103.8,1
30_CULCHETH_1359,30,1359,Knob Creek Rye,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,21.87,6,131.22,1
67_EANVERNESS_3221,67,3221,Pinnacle Raspberry Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.93,11,87.23,1
50_MOUNTMEND_1737,50,1737,Makers Mark,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,34.3,4,137.2,1
1_HARDERSFIELD_3367,1,3367,Pinnacle Pomegranate Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.57,12,90.84,1
76_DONCASTER_2226,76,2226,Jim Beam Devils Cut,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,27.6,6,165.6,1
67_EANVERNESS_1737,67,1737,Makers Mark,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,34.3,3,102.9,1
66_EANVERNESS_4291,66,4291,Ronrico Gold,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,10.39,6,62.34,1
30_CULCHETH_2788,30,2788,Laphroaig 10 Yr Single Malt,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,31.24,11,343.64,1
1_HARDERSFIELD_4291,1,4291,Ronrico Gold,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,10.39,5,51.95,1
38_GOULCREST_3221,38,3221,Pinnacle Raspberry Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.93,11,87.23,1
34_PITMERDEN_8023,34,8023,DeKuyper Triple Sec,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,3.28,8,26.24,1
5_SUTTON_1345,5,1345,Basil Hayden Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,28.45,6,170.7,1
78_EASTHAVEN_1737,78,1737,Makers Mark,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,34.3,30,1029,1
18_FURNESS_3512,18,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.76,6,70.56,1
34_PITMERDEN_807,34,807,Jim Beam,Liter,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,13.23,10,132.3,1
47_PELLA'S WISH_1396,47,1396,Old Crow,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.44,3,31.32,1
1_HARDERSFIELD_8808,1,8808,Salignac VS Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,13.95,3,41.85,1
34_PITMERDEN_1278,34,1278,Jim Beam Black,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,26.71,6,160.26,1
1_HARDERSFIELD_8562,1,8562,DeKuyper Peachtree Trav,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,11.44,6,68.64,1
50_MOUNTMEND_8562,50,8562,DeKuyper Peachtree Trav,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.44,12,137.28,1
1_HARDERSFIELD_4410,1,4410,Cruzan Mango Flavored Rum,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.93,12,95.16,1
1_HARDERSFIELD_1378,1,1378,Jim Beam,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.08,24,169.92,1
69_MOUNTMEND_3253,69,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.08,17,154.36,1
1_HARDERSFIELD_5391,1,5391,Kamora Coffee,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.02,22,264.44,1
34_PITMERDEN_661,34,661,Red Stag by Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.99,11,109.89,1
47_PELLA'S WISH_5391,47,5391,Kamora Coffee,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,12.02,6,72.12,1
52_GRAYCOTT_5232,52,5232,DeKuyper Buttershots Schnaps,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.71,6,64.26,1
15_WANBORNE_8819,15,8819,Leroux Blackberry Brandy,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,5.1,11,56.1,1
76_DONCASTER_4194,76,4194,Calico Jack Coconut Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.48,4,37.92,1
5_SUTTON_4064,5,4064,Calico Jack Pin/Coc Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.41,5,47.05,1
1_HARDERSFIELD_5490,1,5490,DeKuyper Hot Damn Cinnamon,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,0.76,119,90.44,1
38_GOULCREST_5391,38,5391,Kamora Coffee,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.02,3,36.06,1
30_CULCHETH_8170,30,8170,Courvoisier VS Cognac,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,2.17,10,21.7,1
30_CULCHETH_5458,30,5458,After Shock Hot & Cool Cinmn,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.79,12,153.48,1
76_DONCASTER_5096,76,5096,DeKuyper Peachtree Schnapps,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.99,11,87.89,1
22_SHARNWICK_8066,22,8066,DeKuyper Triple Sec,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.13,6,42.78,1
38_GOULCREST_3726,38,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,3.78,9,34.02,1
38_GOULCREST_1476,38,1476,Jim Beam Traveler,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,16.05,258,4140.9,1
1_HARDERSFIELD_3158,1,3158,Pinnacle Tropical Punch,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.77,5,63.85,1
76_DONCASTER_6553,76,6553,Harveys Bristol Cream Sherry,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.74,11,85.14,2
5_SUTTON_1962,5,1962,Jim Beam Apple,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.02,24,264.48,1
1_HARDERSFIELD_3726,1,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,3.78,44,166.32,1
30_CULCHETH_1397,30,1397,Jim Beam Kentucky Fire,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,10.76,22,236.72,1
34_PITMERDEN_3231,34,3231,Pinnacle Tropical Punch Vdka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.74,12,92.88,1
50_MOUNTMEND_3197,50,3197,Pinnacle Vodka 100 Proof,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,15.32,6,91.92,1
23_ARBINGTON_8023,23,8023,DeKuyper Triple Sec,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,3.28,12,39.36,1
7_STANMORE_1359,7,1359,Knob Creek Rye,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,21.87,6,131.22,1
69_MOUNTMEND_5232,69,5232,DeKuyper Buttershots Schnaps,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.71,2,21.42,1
54_GUTHRAM_1737,54,1737,Makers Mark,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,34.3,22,754.6,1
15_WANBORNE_1385,15,1385,Makers Mark,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,20.45,118,2413.1,1
1_HARDERSFIELD_4194,1,4194,Calico Jack Coconut Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.48,6,56.88,1
1_HARDERSFIELD_4195,1,4195,Calico Jack Spiced Rum No 94,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,8.65,12,103.8,1
47_PELLA'S WISH_1346,47,1346,Knob Creek Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,22.55,6,135.3,1
47_PELLA'S WISH_1379,47,1379,Jim Beam Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.41,12,136.92,1
29_AYLESBURY_2161,29,2161,Canadian Club Classic,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,15.26,12,183.12,1
34_PITMERDEN_5713,34,5713,DeKuyper Sour Apple Pucker,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.19,5,55.95,1
50_MOUNTMEND_3980,50,3980,Hornitos Reposado Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,31.99,6,191.94,1
67_EANVERNESS_1378,67,1378,Jim Beam,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.08,21,148.68,1
50_MOUNTMEND_8296,50,8296,Knob Creek Smoked Maple,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,21.7,5,108.5,1
34_PITMERDEN_8619,34,8619,Canadian Club,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,4.4,22,96.8,1
67_EANVERNESS_8694,67,8694,Skinnygirl Cosmopolitan,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.99,10,79.9,1
78_EASTHAVEN_2122,78,2122,Canadian Club 1858,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.8,12,93.6,1
50_MOUNTMEND_1388,50,1388,Red Stag by Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,19.22,6,115.32,1
50_MOUNTMEND_4044,50,4044,Calico Jack Mango Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.62,6,57.72,1
38_GOULCREST_8808,38,8808,Salignac VS Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,13.95,11,153.45,1
76_DONCASTER_8448,76,8448,Cruzan Aged Dark Rum,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.51,11,82.61,1
1_HARDERSFIELD_2769,1,2769,Laphroaig Quarter Cask,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,38.4,6,230.4,1
76_DONCASTER_2696,76,2696,McClelland Highland Sgl Malt,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,25.19,6,151.14,1
15_WANBORNE_5391,15,5391,Kamora Coffee,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.02,4,48.08,1
78_EASTHAVEN_1397,78,1397,Jim Beam Kentucky Fire,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,10.76,48,516.48,1
38_GOULCREST_2788,38,2788,Laphroaig 10 Yr Single Malt,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,31.24,11,343.64,1
50_MOUNTMEND_4349,50,4349,Sauza Blue Silver,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,12.11,11,133.21,1
5_SUTTON_1355,5,1355,Knob Creek Bourbon,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,2.59,6,15.54,1
23_ARBINGTON_3980,23,3980,Hornitos Reposado Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,31.99,6,191.94,1
15_WANBORNE_3984,15,3984,Sauza Tres Generacions Anejo,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,32.3,6,193.8,1
1_HARDERSFIELD_3325,1,3325,Pinnacle Caramel Apple Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.4,12,88.8,1
16_LUNDY_2696,16,2696,McClelland Highland Sgl Malt,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,25.19,5,125.95,1
52_GRAYCOTT_4296,52,4296,Ronrico Silver Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.29,11,102.19,1
1_HARDERSFIELD_1737,1,1737,Makers Mark,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,34.3,6,205.8,1
